"","brand","model","processor_brand","processor_name","processor_gnrtn","processor_gnrtn_isBAD","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","display_size_isBAD","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews","latest_price_cat"
"658","APPLE","MacBook","M1","M1",10,0,16,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1693.38709677419,112900,7,4.7,45,4,"high"
"659","APPLE","MacBook","M1","M1",10,0,8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1822.41935483871,122900,8,4.8,640,70,"high"
"661","APPLE","MacBook","M1","M1",10,0,16,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1693.38709677419,112900,7,4.7,45,4,"high"
"662","APPLE","MacBook","M1","M1",10,0,8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1386.93548387097,92900,7,4.7,6725,629,"high"
"664","APPLE","MacBook","M1","M1",10,0,8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",2032.09677419355,142900,11,4.6,399,45,"high"
"665","APPLE","MacBook","M1","M1",10,0,8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1677.25806451613,117900,11,4.7,809,91,"high"
"666","APPLE","MacBook","M1","M1",10,0,8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1645,117900,13,4.7,809,91,"high"
"667","APPLE","MacBook","M1","M1",10,0,8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1693.38709677419,110900,5,4.7,6725,629,"high"
"669","APPLE","MacBook","M1","M1",10,0,16,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",2080.48387096774,137900,6,4.7,45,4,"high"
"672","APPLE","MacBook","M1","M1",10,0,4,"DDR4",512,0,"Mac","64-bit",0,"Casual",16,0,1,"No","No",2015.96774193548,132900,5,4.7,45,4,"high"
"673","APPLE","MacBook","M1","M1",10,0,8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1693.38709677419,110900,5,4.7,6725,629,"high"
"682","acer","Predator","Intel","Genuine Windows",10,0,4,"DDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",2096.75806451613,0,0,4.5,3227,693,"high"
"684","iball","CompBook","Intel","Pentium Quad",10.3318112633181,1,4,"DDR3",0,512,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",225.645161290323,19999,30,3.8,1218,209,"low"
"687","HP","Pentium","Intel","Pentium Quad",10.3318112633181,1,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",532.096774193548,36865,10,4.1,77,9,"low"
"688","ASUS","VivoBook","Intel","Pentium Quad",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",548.225806451613,39990,15,4.3,6,0,"low"
"689","acer","Extensa","Intel","Pentium Quad",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",499.838709677419,34990,11,4.2,465,89,"low"
"690","DELL","Inspiron","Intel","Pentium Quad",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","No",580.645161290323,43000,16,4.3,102,16,"low"
"691","ASUS","VivoBook","Intel","Pentium Quad",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",532.096774193548,39990,17,4.3,7,1,"low"
"694","ASUS","Pentium","Intel","Pentium Quad",10.3318112633181,1,4,"DDR4",0,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",419.193548387097,40108,35,3.7,4741,658,"low"
"695","ASUS","Pentium","Intel","Pentium Quad",10.3318112633181,1,4,"DDR4",0,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",419.193548387097,30990,16,3.8,2736,350,"low"
"697","ASUS","VivoBook","Intel","Pentium Silver",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",483.709677419355,38990,23,4,36,3,"low"
"698","ASUS","EeeBook","Intel","Pentium Silver",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,0,"No","No",515.967741935484,40990,21,3.8,5,0,"low"
"699","Lenovo","Legion","Intel","Genuine Windows",10,0,4,"DDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",1256.29032258065,110890,29,4.4,208,57,"mid"
"700","HP","Ryzen","AMD","Ryzen 3",10.3318112633181,1,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",612.741935483871,46055,17,4.3,2214,241,"low"
"701","ASUS","Ryzen","AMD","Ryzen 3",10.3318112633181,1,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",580.483870967742,46990,23,4.3,2886,375,"low"
"702","DELL","Inspiron","AMD","Ryzen 3",10.3318112633181,1,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.6,0,0,"No","No",636.935483870968,49714,20,4.3,34,4,"low"
"703","DELL","Inspiron","AMD","Ryzen 3",10.3318112633181,1,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",14.96,0,0,"No","No",596.612903225806,50586,26,4.2,137,15,"low"
"704","DELL","Ryzen","AMD","Ryzen 3",10.3318112633181,1,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",645,53640,25,4.6,7,0,"low"
"705","ASUS","Ryzen","AMD","Ryzen 3",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",543.387096774194,37990,11,4.2,170,26,"low"
